work_year,salary_in_usd,rn,cumulative_salary
2021,103691,53,3313068
2021,165000,54,3358068
2021,36643,55,3256361
2021,115000,56,3349692
2021,90000,57,3027692
2021,28399,58,2993365
2021,130000,59,3074097
2021,16904,60,2986001
2021,25532,61,2920296
2021,77684,62,2935254
2021,100000,63,2993057
2021,58000,64,2997865
2021,20171,65,2988285
2021,109000,66,3024285
2022,130000,67,3104285
2022,90000,68,3184819
2022,136620,69,3271793
2022,99360,70,3271153
2022,117789,71,3308942
2022,104702,72,3331144
2022,146000,73,3327144
2022,123000,74,3374370
2022,65438,75,3426408
2022,39263,76,3346612
2022,165220,77,3508973
2022,120160,78,3589095
2022,180000,79,3763416
2022,120000,80,3792682
2022,95550,81,3741232
2022,167000,82,3846765
2022,123000,83,3931940
2022,150000,84,3921940
2022,211500,85,4120539
2022,138600,86,4168405
2022,170000,87,4221491
2022,123000,88,4310683
2022,215300,89,4469727
2022,158200,90,4540189
2022,180000,91,4631535
2022,71982,92,4568517
2022,45807,93,4567515
2022,260000,94,4823515
2022,180000,95,4899824
2022,80000,96,4814824
2022,140400,97,4918581
2022,215300,98,5018881
2022,31615,99,4960496
2022,18442,100,4950539
2022,104890,101,4925429
2022,140000,102,5048525
2022,220000,103,5242993
2022,140000,104,5305309
2022,183228,105,5388537
2022,91614,106,5422151
2022,185100,107,5587080
2022,200000,108,5678080
2022,120000,109,5668080
2022,230000,110,5808080
2022,100000,111,5771460
2022,100000,112,5772100
2022,35590,113,5689901
2022,100000,114,5685199
2022,165000,115,5704199
2022,52396,116,5633595
2022,40000,117,5608157
2022,86703,118,5655597
2022,48000,119,5538377
2022,122346,120,5540563
2022,69336,121,5429899
2022,135000,122,5444899
2022,78000,123,5427349
2022,141300,124,5401649
2022,102100,125,5380749
2022,205300,126,5436049
2022,140400,127,5364949
2022,176000,128,5402349
2022,144000,129,5376349
2022,205300,130,5458649
2022,140400,131,5383749
2022,140000,132,5365549
2022,210000,133,5395549
2022,140000,134,5463567
2022,210000,135,5627760
2022,140000,136,5507760
2022,210000,137,5537760
2022,140000,138,5597760
2022,230000,139,5687360
2022,150000,140,5622060
2022,210000,141,5800445
2022,160000,142,5942003
2022,130000,143,5967113
2021,12901,43,3249672
2021,90734,44,3260573
2021,116914,45,3341752
2021,33808,46,3324239
2021,56256,47,3340014
2021,87738,48,3387836
2021,88654,49,3408062
2021,135000,50,3497302
2021,46809,51,3467153
2021,4000,52,3366153
2021,103691,53,3431068
2021,165000,54,3478068
2021,36643,55,3394711
2021,115000,56,3371361
2021,90000,57,3439692
2021,28399,58,3056091
2021,130000,59,3123365
2021,16904,60,3091001
2021,25532,61,3011533
2021,77684,62,2997980
2021,100000,63,3035254
2021,58000,64,3051057
2021,20171,65,3018036
2021,109000,66,3097285
2022,130000,67,3154285
2022,90000,68,3194285
2022,136620,69,3321439
2022,99360,70,3371153
2022,117789,71,3388942
2022,104702,72,3413644
2022,146000,73,3477144
2022,123000,74,3450144
2022,65438,75,3439808
2022,39263,76,3465671
2022,165220,77,3511832
2022,120160,78,3629133
2022,180000,79,3769095
2022,120000,80,3883416
2022,95550,81,3888232
2022,167000,82,3908232
2022,123000,83,3969765
2022,150000,84,4081940
2022,211500,85,4133440
2022,138600,86,4259139
2022,170000,87,4338405
2022,123000,88,4344491
2022,215300,89,4525983
2022,158200,90,4627927
2022,180000,91,4720189
2022,71982,92,4703517
2022,45807,93,4614324
2022,260000,94,4827515
2022,180000,95,5003515
2022,80000,96,4979824
2022,140400,97,4955224
2022,215300,98,5133881
2022,31615,99,5050496
2022,18442,100,4978938
2022,104890,101,5055429
2022,140000,102,5065429
2022,220000,103,5268525
2022,140000,104,5382993
2022,183228,105,5488537
2022,91614,106,5480151
2022,185100,107,5607251
2022,200000,108,5787080
2022,120000,109,5798080
2022,230000,110,5898080
2022,100000,111,5908080
2022,100000,112,5871460
2022,35590,113,5807690
2022,100000,114,5789901
2022,165000,115,5850199
2022,52396,116,5756595
2022,40000,117,5673595
2022,86703,118,5694860
2022,48000,119,5703597
2022,122346,120,5660723
2022,69336,121,5609899
2022,135000,122,5564899
2022,78000,123,5522899
2022,141300,124,5568649
2022,102100,125,5503749
2022,205300,126,5586049
2022,140400,127,5576449
2022,176000,128,5540949
2022,144000,129,5546349
2022,205300,130,5581649
2022,140400,131,5599049
2022,140000,132,5523749
2022,210000,133,5575549
2022,140000,134,5535549
2022,210000,135,5673567
2022,140000,136,5767760
2022,210000,137,5717760
2022,140000,138,5677760
2022,230000,139,5827760
2022,150000,140,5837360
2022,210000,141,5832060
2022,160000,142,5960445
2022,130000,143,6072003
2021,90734,44,3340406
2021,116914,45,3377487
2021,33808,46,3375560
2021,56256,47,3380495
2021,87738,48,3427752
2021,88654,49,3476490
2021,135000,50,3543062
2021,46809,51,3544111
2021,4000,52,3471153
2021,103691,53,3469844
2021,165000,54,3596068
2021,36643,55,3514711
2021,115000,56,3509711
2021,90000,57,3461361
2021,28399,58,3468091
2021,130000,59,3186091
2021,16904,60,3140269
2021,25532,61,3116533
2021,77684,62,3089217
2021,100000,63,3097980
2021,58000,64,3093254
2021,20171,65,3071228
2021,109000,66,3127036
2022,130000,67,3227285
2022,90000,68,3244285
2022,136620,69,3330905
2022,99360,70,3420799
2022,117789,71,3488942
2022,104702,72,3493644
2022,146000,73,3559644
2022,123000,74,3600144
2022,65438,75,3515582
2022,39263,76,3479071
2022,165220,77,3630891
2022,120160,78,3631992
2022,180000,79,3809133
2022,120000,80,3889095
2022,95550,81,3978966
2022,167000,82,4055232
2022,123000,83,4031232
2022,150000,84,4119765
2022,211500,85,4293440
2022,138600,86,4272040
2022,170000,87,4429139
2022,123000,88,4461405
2022,215300,89,4559791
2022,158200,90,4684183
2022,180000,91,4807927
2022,71982,92,4792171
2022,45807,93,4749324
2022,260000,94,4874324
2022,180000,95,5007515
2022,80000,96,5083515
2022,140400,97,5120224
2022,215300,98,5170524
2022,31615,99,5165496
2022,18442,100,5068938
2022,104890,101,5083828
2022,140000,102,5195429
2022,220000,103,5285429
2022,140000,104,5408525
2022,183228,105,5566221
2022,91614,106,5580151
2022,185100,107,5665251
2022,200000,108,5807251
2022,120000,109,5907080
2022,230000,110,6028080
2022,100000,111,5998080
2022,100000,112,6008080
2022,35590,113,5907050
2022,100000,114,5907690
2022,165000,115,5954901
2022,52396,116,5902595
2022,40000,117,5796595
2022,86703,118,5760298
2022,48000,119,5742860
2022,122346,120,5825943
2022,69336,121,5730059
2022,135000,122,5744899
2022,78000,123,5642899
2022,141300,124,5664199
2022,102100,125,5670749
2022,205300,126,5709049
2022,140400,127,5726449
2022,176000,128,5752449
2022,144000,129,5684949
2022,205300,130,5751649
2022,140400,131,5722049
2022,140000,132,5739049
2022,210000,133,5733749
2022,140000,134,5715549
2022,210000,135,5745549
2022,140000,136,5813567
2022,210000,137,5977760
2022,140000,138,5857760
2022,230000,139,5907760
2022,150000,140,5977760
2022,210000,141,6047360
2022,160000,142,5992060
2022,130000,143,6090445
2021,116914,45,3457320
2021,33808,46,3411295
2021,56256,47,3431816
2021,87738,48,3468233
2021,88654,49,3516406
2021,135000,50,3611490
2021,46809,51,3589871
2021,4000,52,3548111
2021,103691,53,3574844
2021,165000,54,3634844
2021,36643,55,3632711
2021,115000,56,3629711
2021,90000,57,3599711
2021,28399,58,3489760
2021,130000,59,3598091
2021,16904,60,3202995
2021,25532,61,3165801
2021,77684,62,3194217
2021,100000,63,3189217
2021,58000,64,3155980
2021,20171,65,3113425
2021,109000,66,3180228
2022,130000,67,3257036
2022,90000,68,3317285
2022,136620,69,3380905
2022,99360,70,3430265
2022,117789,71,3538588
2022,104702,72,3593644
2022,146000,73,3639644
2022,123000,74,3682644
2022,65438,75,3665582
2022,39263,76,3554845
2022,165220,77,3644291
2022,120160,78,3751051
2022,180000,79,3811992
2022,120000,80,3929133
2022,95550,81,3984645
2022,167000,82,4145966
2022,123000,83,4178232
2022,150000,84,4181232
2022,211500,85,4331265
2022,138600,86,4432040
2022,170000,87,4442040
2022,123000,88,4552139
2022,215300,89,4676705
2022,158200,90,4717991
2022,180000,91,4864183
2022,71982,92,4879909
2022,45807,93,4837978
2022,260000,94,5009324
2022,180000,95,5054324
2022,80000,96,5087515
2022,140400,97,5223915
2022,215300,98,5335524
2022,31615,99,5202139
2022,18442,100,5183938
2022,104890,101,5173828
2022,140000,102,5223828
2022,220000,103,5415429
2022,140000,104,5425429
2022,183228,105,5591753
2022,91614,106,5657835
2022,185100,107,5765251
2022,200000,108,5865251
2022,120000,109,5927251
2022,230000,110,6137080
2022,100000,111,6128080
2022,100000,112,6098080
2022,35590,113,6043670
2022,100000,114,6007050
2022,165000,115,6072690
2022,52396,116,6007297
2022,40000,117,5942595
2022,86703,118,5883298
2022,48000,119,5808298
2022,122346,120,5865206
2022,69336,121,5895279
2022,135000,122,5865059
2022,78000,123,5822899
2022,141300,124,5784199
2022,102100,125,5766299
2022,205300,126,5876049
2022,140400,127,5849449
2022,176000,128,5902449
2022,144000,129,5896449
2022,205300,130,5890249
2022,140400,131,5892049
2022,140000,132,5862049
2022,210000,133,5949049
2022,140000,134,5873749
2022,210000,135,5925549
2022,140000,136,5885549
2022,210000,137,6023567
2022,140000,138,6117760
2022,230000,139,6087760
2022,150000,140,6057760
2022,210000,141,6187760
2022,160000,142,6207360
2022,130000,143,6122060
2021,33808,46,3491128
2021,56256,47,3467551
2021,87738,48,3519554
2021,88654,49,3556887
2021,135000,50,3651406
2021,46809,51,3658299
2021,4000,52,3593871
2021,103691,53,3651802
2021,165000,54,3739844
2021,36643,55,3671487
2021,115000,56,3747711
2021,90000,57,3719711
2021,28399,58,3628110
2021,130000,59,3619760
2021,16904,60,3614995
2021,25532,61,3228527
2021,77684,62,3243485
2021,100000,63,3294217
2021,58000,64,3247217
2021,20171,65,3176151
2021,109000,66,3222425
2022,130000,67,3310228
2022,90000,68,3347036
2022,136620,69,3453905
2022,99360,70,3480265
2022,117789,71,3548054
2022,104702,72,3643290
2022,146000,73,3739644
2022,123000,74,3762644
2022,65438,75,3748082
2022,39263,76,3704845
2022,165220,77,3720065
2022,120160,78,3764451
2022,180000,79,3931051
2022,120000,80,3931992
2022,95550,81,4024683
2022,167000,82,4151645
2022,123000,83,4268966
2022,150000,84,4328232
2022,211500,85,4392732
2022,138600,86,4469865
2022,170000,87,4602040
2022,123000,88,4565040
2022,215300,89,4767439
2022,158200,90,4834905
2022,180000,91,4897991
2022,71982,92,4936165
2022,45807,93,4925716
2022,260000,94,5097978
2022,180000,95,5189324
2022,80000,96,5134324
2022,140400,97,5227915
2022,215300,98,5439215
2022,31615,99,5367139
2022,18442,100,5220581
2022,104890,101,5288828
2022,140000,102,5313828
2022,220000,103,5443828
2022,140000,104,5555429
2022,183228,105,5608657
2022,91614,106,5683367
2022,185100,107,5842935
2022,200000,108,5965251
2022,120000,109,5985251
2022,230000,110,6157251
2022,100000,111,6237080
2022,100000,112,6228080
2022,35590,113,6133670
2022,100000,114,6143670
2022,165000,115,6172050
2022,52396,116,6125086
2022,40000,117,6047297
2022,86703,118,6029298
2022,48000,119,5931298
2022,122346,120,5930644
2022,69336,121,5934542
2022,135000,122,6030279
2022,78000,123,5943059
2022,141300,124,5964199
2022,102100,125,5886299
2022,205300,126,5971599
2022,140400,127,6016449
2022,176000,128,6025449
2022,144000,129,6046449
2022,205300,130,6101749
2022,140400,131,6030649
2022,140000,132,6032049
2022,210000,133,6072049
2022,140000,134,6089049
2022,210000,135,6083749
2022,140000,136,6065549
2022,210000,137,6095549
2022,140000,138,6163567
2022,230000,139,6347760
2022,150000,140,6237760
2022,210000,141,6267760
2022,160000,142,6347760
2022,130000,143,6337360
2021,56256,47,3547384
2021,87738,48,3555289
2021,88654,49,3608208
2021,135000,50,3691887
2021,46809,51,3698215
2021,4000,52,3662299
2021,103691,53,3697562
2021,165000,54,3816802
2021,36643,55,3776487
2021,115000,56,3786487
2021,90000,57,3837711
2021,28399,58,3748110
2021,130000,59,3758110
2021,16904,60,3636664
2021,25532,61,3640527
2021,77684,62,3306211
2021,100000,63,3343485
2021,58000,64,3352217
2021,20171,65,3267388
2021,109000,66,3285151
2022,130000,67,3352425
2022,90000,68,3400228
2022,136620,69,3483656
2022,99360,70,3553265
2022,117789,71,3598054
2022,104702,72,3652756
2022,146000,73,3789290
2022,123000,74,3862644
2022,65438,75,3828082
2022,39263,76,3787345
2022,165220,77,3870065
2022,120160,78,3840225
2022,180000,79,3944451
2022,120000,80,4051051
2022,95550,81,4027542
2022,167000,82,4191683
2022,123000,83,4274645
2022,150000,84,4418966
2022,211500,85,4539732
2022,138600,86,4531332
2022,170000,87,4639865
2022,123000,88,4725040
2022,215300,89,4780340
2022,158200,90,4925639
2022,180000,91,5014905
2022,71982,92,4969973
2022,45807,93,4981972
2022,260000,94,5185716
2022,180000,95,5277978
2022,80000,96,5269324
2022,140400,97,5274724
2022,215300,98,5443215
2022,31615,99,5470830
2022,18442,100,5385581
2022,104890,101,5325471
2022,140000,102,5428828
2022,220000,103,5533828
2022,140000,104,5583828
2022,183228,105,5738657
2022,91614,106,5700271
2022,185100,107,5868467
2022,200000,108,6042935
2022,120000,109,6085251
2022,230000,110,6215251
2022,100000,111,6257251
2022,100000,112,6337080
2022,35590,113,6263670
2022,100000,114,6233670
2022,165000,115,6308670
2022,52396,116,6224446
2022,40000,117,6165086
2022,86703,118,6134000
2022,48000,119,6077298
2022,122346,120,6053644
2022,69336,121,5999980
2022,135000,122,6069542
2022,78000,123,6108279
2022,141300,124,6084359
2022,102100,125,6066299
2022,205300,126,6091599
2022,140400,127,6111999
2022,176000,128,6192449
2022,144000,129,6169449
2022,205300,130,6251749
2022,140400,131,6242149
2022,140000,132,6170649
2022,210000,133,6242049
2022,140000,134,6212049
2022,210000,135,6299049
2022,140000,136,6223749
2022,210000,137,6275549
2022,140000,138,6235549
2022,230000,139,6393567
2022,150000,140,6497760
2022,210000,141,6447760
2022,160000,142,6427760
2022,130000,143,6477760
2021,87738,48,3635122
2021,88654,49,3643943
2021,135000,50,3743208
2021,46809,51,3738696
2021,4000,52,3702215
2021,103691,53,3765990
2021,165000,54,3862562
2021,36643,55,3853445
2021,115000,56,3891487
2021,90000,57,3876487
2021,28399,58,3866110
2021,130000,59,3878110
2021,16904,60,3775014
2021,25532,61,3662196
2021,77684,62,3718211
2021,100000,63,3406211
2021,58000,64,3401485
2021,20171,65,3372388
2021,109000,66,3376388
2022,130000,67,3415151
2022,90000,68,3442425
2022,136620,69,3536848
2022,99360,70,3583016
2022,117789,71,3671054
2022,104702,72,3702756
2022,146000,73,3798756
2022,123000,74,3912290
2022,65438,75,3928082
2022,39263,76,3867345
2022,165220,77,3952565
2022,120160,78,3990225
2022,180000,79,4020225
2022,120000,80,4064451
2022,95550,81,4146601
2022,167000,82,4194542
2022,123000,83,4314683
2022,150000,84,4424645
2022,211500,85,4630466
2022,138600,86,4678332
2022,170000,87,4701332
2022,123000,88,4762865
2022,215300,89,4940340
2022,158200,90,4938540
2022,180000,91,5105639
2022,71982,92,5086887
2022,45807,93,5015780
2022,260000,94,5241972
2022,180000,95,5365716
2022,80000,96,5357978
2022,140400,97,5409724
2022,215300,98,5490024
2022,31615,99,5474830
2022,18442,100,5489272
2022,104890,101,5490471
2022,140000,102,5465471
2022,220000,103,5648828
2022,140000,104,5673828
2022,183228,105,5767056
2022,91614,106,5830271
2022,185100,107,5885371
2022,200000,108,6068467
2022,120000,109,6162935
2022,230000,110,6315251
2022,100000,111,6315251
2022,100000,112,6357251
2022,35590,113,6372670
2022,100000,114,6363670
2022,165000,115,6398670
2022,52396,116,6361066
2022,40000,117,6264446
2022,86703,118,6251789
2022,48000,119,6182000
2022,122346,120,6199644
2022,69336,121,6122980
2022,135000,122,6134980
2022,78000,123,6147542
2022,141300,124,6249579
2022,102100,125,6186459
2022,205300,126,6271599
2022,140400,127,6231999
2022,176000,128,6287999
2022,144000,129,6336449
2022,205300,130,6374749
2022,140400,131,6392149
2022,140000,132,6382149
2022,210000,133,6380649
2022,140000,134,6382049
2022,210000,135,6422049
2022,140000,136,6439049
2022,210000,137,6433749
2022,140000,138,6415549
2022,230000,139,6465549
2022,150000,140,6543567
2022,210000,141,6707760
2022,160000,142,6607760
2022,130000,143,6557760
2021,88654,49,3723776
2021,135000,50,3778943
2021,46809,51,3790017
2021,4000,52,3742696
2021,103691,53,3805906
2021,165000,54,3930990
2021,36643,55,3899205
2021,115000,56,3968445
2021,90000,57,3981487
2021,28399,58,3904886
2021,130000,59,3996110
2021,16904,60,3895014
2021,25532,61,3800546
2021,77684,62,3739880
2021,100000,63,3818211
2021,58000,64,3464211
2021,20171,65,3421656
2021,109000,66,3481388
2022,130000,67,3506388
2022,90000,68,3505151
2022,136620,69,3579045
2022,99360,70,3636208
2022,117789,71,3700805
2022,104702,72,3775756
2022,146000,73,3848756
2022,123000,74,3921756
2022,65438,75,3977728
2022,39263,76,3967345
2022,165220,77,4032565
2022,120160,78,4072725
2022,180000,79,4170225
2022,120000,80,4140225
2022,95550,81,4160001
2022,167000,82,4313601
2022,123000,83,4317542
2022,150000,84,4464683
2022,211500,85,4636145
2022,138600,86,4769066
2022,170000,87,4848332
2022,123000,88,4824332
2022,215300,89,4978165
2022,158200,90,5098540
2022,180000,91,5118540
2022,71982,92,5177621
2022,45807,93,5132694
2022,260000,94,5275780
2022,180000,95,5421972
2022,80000,96,5445716
2022,140400,97,5498378
2022,215300,98,5625024
2022,31615,99,5521639
2022,18442,100,5493272
2022,104890,101,5594162
2022,140000,102,5630471
2022,220000,103,5685471
2022,140000,104,5788828
2022,183228,105,5857056
2022,91614,106,5858670
2022,185100,107,6015371
2022,200000,108,6085371
2022,120000,109,6188467
2022,230000,110,6392935
2022,100000,111,6415251
2022,100000,112,6415251
2022,35590,113,6392841
2022,100000,114,6472670
2022,165000,115,6528670
2022,52396,116,6451066
2022,40000,117,6401066
2022,86703,118,6351149
2022,48000,119,6299789
2022,122346,120,6304346
2022,69336,121,6268980
2022,135000,122,6257980
2022,78000,123,6212980
2022,141300,124,6288842
2022,102100,125,6351679
2022,205300,126,6391759
2022,140400,127,6411999
2022,176000,128,6407999
2022,144000,129,6431999
2022,205300,130,6541749
2022,140400,131,6515149
2022,140000,132,6532149
2022,210000,133,6592149
2022,140000,134,6520649
2022,210000,135,6592049
2022,140000,136,6562049
2022,210000,137,6649049
2022,140000,138,6573749
2022,230000,139,6645549
2022,150000,140,6615549
2022,210000,141,6753567
2022,160000,142,6867760
2022,130000,143,6737760
2021,135000,50,3858776
2021,46809,51,3825752
2021,4000,52,3794017
2021,103691,53,3846387
2021,165000,54,3970906
2021,36643,55,3967633
2021,115000,56,4014205
2021,90000,57,4058445
2021,28399,58,4009886
2021,130000,59,4034886
2021,16904,60,4013014
2021,25532,61,3920546
2021,77684,62,3878230
2021,100000,63,3839880
2021,58000,64,3876211
2021,20171,65,3484382
2021,109000,66,3530656
2022,130000,67,3611388
2022,90000,68,3596388
2022,136620,69,3641771
2022,99360,70,3678405
2022,117789,71,3753997
2022,104702,72,3805507
2022,146000,73,3921756
2022,123000,74,3971756
2022,65438,75,3987194
2022,39263,76,4016991
2022,165220,77,4132565
2022,120160,78,4152725
2022,180000,79,4252725
2022,120000,80,4290225
2022,95550,81,4235775
2022,167000,82,4327001
2022,123000,83,4436601
2022,150000,84,4467542
2022,211500,85,4676183
2022,138600,86,4774745
2022,170000,87,4939066
2022,123000,88,4971332
2022,215300,89,5039632
2022,158200,90,5136365
2022,180000,91,5278540
2022,71982,92,5190522
2022,45807,93,5223428
2022,260000,94,5392694
2022,180000,95,5455780
2022,80000,96,5501972
2022,140400,97,5586116
2022,215300,98,5713678
2022,31615,99,5656639
2022,18442,100,5540081
2022,104890,101,5598162
2022,140000,102,5734162
2022,220000,103,5850471
2022,140000,104,5825471
2022,183228,105,5972056
2022,91614,106,5948670
2022,185100,107,6043770
2022,200000,108,6215371
2022,120000,109,6205371
2022,230000,110,6418467
2022,100000,111,6492935
2022,100000,112,6515251
2022,35590,113,6450841
2022,100000,114,6492841
2022,165000,115,6637670
2022,52396,116,6581066
2022,40000,117,6491066
2022,86703,118,6487769
2022,48000,119,6399149
2022,122346,120,6422135
2022,69336,121,6373682
2022,135000,122,6403980
2022,78000,123,6335980
2022,141300,124,6354280
2022,102100,125,6390942
2022,205300,126,6556979
2022,140400,127,6532159
2022,176000,128,6587999
2022,144000,129,6551999
2022,205300,130,6637299
2022,140400,131,6682149
2022,140000,132,6655149
2022,210000,133,6742149
2022,140000,134,6732149
2022,210000,135,6730649
2022,140000,136,6732049
2022,210000,137,6772049
2022,140000,138,6789049
2022,230000,139,6803749
2022,150000,140,6795549
2022,210000,141,6825549
2022,160000,142,6913567
2022,130000,143,6997760
2021,46809,51,3905585
2021,4000,52,3829752
2021,103691,53,3897708
2021,165000,54,4011387
2021,36643,55,4007549
2021,115000,56,4082633
2021,90000,57,4104205
2021,28399,58,4086844
2021,130000,59,4139886
2021,16904,60,4051790
2021,25532,61,4038546
2021,77684,62,3998230
2021,100000,63,3978230
2021,58000,64,3897880
2021,20171,65,3896382
2021,109000,66,3593382
2022,130000,67,3660656
2022,90000,68,3701388
2022,136620,69,3733008
2022,99360,70,3741131
2022,117789,71,3796194
2022,104702,72,3858699
2022,146000,73,3951507
2022,123000,74,4044756
2022,65438,75,4037194
2022,39263,76,4026457
2022,165220,77,4182211
2022,120160,78,4252725
2022,180000,79,4332725
2022,120000,80,4372725
2022,95550,81,4385775
2022,167000,82,4402775
2022,123000,83,4450001
2022,150000,84,4586601
2022,211500,85,4679042
2022,138600,86,4814783
2022,170000,87,4944745
2022,123000,88,5062066
2022,215300,89,5186632
2022,158200,90,5197832
2022,180000,91,5316365
2022,71982,92,5350522
2022,45807,93,5236329
2022,260000,94,5483428
2022,180000,95,5572694
2022,80000,96,5535780
2022,140400,97,5642372
2022,215300,98,5801416
2022,31615,99,5745293
2022,18442,100,5675081
2022,104890,101,5644971
2022,140000,102,5738162
2022,220000,103,5954162
2022,140000,104,5990471
2022,183228,105,6008699
2022,91614,106,6063670
2022,185100,107,6133770
2022,200000,108,6243770
2022,120000,109,6335371
2022,230000,110,6435371
2022,100000,111,6518467
2022,100000,112,6592935
2022,35590,113,6550841
2022,100000,114,6550841
2022,165000,115,6657841
2022,52396,116,6690066
2022,40000,117,6621066
2022,86703,118,6577769
2022,48000,119,6535769
2022,122346,120,6521495
2022,69336,121,6491471
2022,135000,122,6508682
2022,78000,123,6481980
2022,141300,124,6477280
2022,102100,125,6456380
2022,205300,126,6596242
2022,140400,127,6697379
2022,176000,128,6708159
2022,144000,129,6731999
2022,205300,130,6757299
2022,140400,131,6777699
2022,140000,132,6822149
2022,210000,133,6865149
2022,140000,134,6882149
2022,210000,135,6942149
2022,140000,136,6870649
2022,210000,137,6942049
2022,140000,138,6912049
2022,230000,139,7019049
2022,150000,140,6953749
2022,210000,141,7005549
2022,160000,142,6985549
2022,130000,143,7043567
2021,4000,52,3909585
2021,103691,53,3933443
2021,165000,54,4062708
2021,36643,55,4048030
2021,115000,56,4122549
2021,90000,57,4172633
2021,28399,58,4132604
2021,130000,59,4216844
2021,16904,60,4156790
2021,25532,61,4077322
2021,77684,62,4116230
2021,100000,63,4098230
2021,58000,64,4036230
2021,20171,65,3918051
2021,109000,66,4005382
2022,130000,67,3723382
2022,90000,68,3750656
2022,136620,69,3838008
2022,99360,70,3832368
2022,117789,71,3858920
2022,104702,72,3900896
2022,146000,73,4004699
2022,123000,74,4074507
2022,65438,75,4110194
2022,39263,76,4076457
2022,165220,77,4191677
2022,120160,78,4302371
2022,180000,79,4432725
2022,120000,80,4452725
2022,95550,81,4468275
2022,167000,82,4552775
2022,123000,83,4525775
2022,150000,84,4600001
2022,211500,85,4798101
2022,138600,86,4817642
2022,170000,87,4984783
2022,123000,88,5067745
2022,215300,89,5277366
2022,158200,90,5344832
2022,180000,91,5377832
2022,71982,92,5388347
2022,45807,93,5396329
2022,260000,94,5496329
2022,180000,95,5663428
2022,80000,96,5652694
2022,140400,97,5676180
2022,215300,98,5857672
2022,31615,99,5833031
2022,18442,100,5763735
2022,104890,101,5779971
2022,140000,102,5784971
2022,220000,103,5958162
2022,140000,104,6094162
2022,183228,105,6173699
2022,91614,106,6100313
2022,185100,107,6248770
2022,200000,108,6333770
2022,120000,109,6363770
2022,230000,110,6565371
2022,100000,111,6535371
2022,100000,112,6618467
2022,35590,113,6628525
2022,100000,114,6650841
2022,165000,115,6715841
2022,52396,116,6710237
2022,40000,117,6730066
2022,86703,118,6707769
2022,48000,119,6625769
2022,122346,120,6658115
2022,69336,121,6590831
2022,135000,122,6626471
2022,78000,123,6586682
2022,141300,124,6623280
2022,102100,125,6579380
2022,205300,126,6661680
2022,140400,127,6736642
2022,176000,128,6873379
2022,144000,129,6852159
2022,205300,130,6937299
2022,140400,131,6897699
2022,140000,132,6917699
2022,210000,133,7032149
2022,140000,134,7005149
2022,210000,135,7092149
2022,140000,136,7082149
2022,210000,137,7080649
2022,140000,138,7082049
2022,230000,139,7142049
2022,150000,140,7169049
2022,210000,141,7163749
2022,160000,142,7165549
2022,130000,143,7115549
2021,103691,53,4013276
2021,165000,54,4098443
2021,36643,55,4099351
2021,115000,56,4163030
2021,90000,57,4212549
2021,28399,58,4201032
2021,130000,59,4262604
2021,16904,60,4233748
2021,25532,61,4182322
2021,77684,62,4155006
2021,100000,63,4216230
2021,58000,64,4156230
2021,20171,65,4056401
2021,109000,66,4027051
2022,130000,67,4135382
2022,90000,68,3813382
2022,136620,69,3887276
2022,99360,70,3937368
2022,117789,71,3950157
2022,104702,72,3963622
2022,146000,73,4046896
2022,123000,74,4127699
2022,65438,75,4139945
2022,39263,76,4149457
2022,165220,77,4241677
2022,120160,78,4311837
2022,180000,79,4482371
2022,120000,80,4552725
2022,95550,81,4548275
2022,167000,82,4635275
2022,123000,83,4675775
2022,150000,84,4675775
2022,211500,85,4811501
2022,138600,86,4936701
2022,170000,87,4987642
2022,123000,88,5107783
2022,215300,89,5283045
2022,158200,90,5435566
2022,180000,91,5524832
2022,71982,92,5449814
2022,45807,93,5434154
2022,260000,94,5656329
2022,180000,95,5676329
2022,80000,96,5743428
2022,140400,97,5793094
2022,215300,98,5891480
2022,31615,99,5889287
2022,18442,100,5851473
2022,104890,101,5868625
2022,140000,102,5919971
2022,220000,103,6004971
2022,140000,104,6098162
2022,183228,105,6277390
2022,91614,106,6265313
2022,185100,107,6285413
2022,200000,108,6448770
2022,120000,109,6453770
2022,230000,110,6593770
2022,100000,111,6665371
2022,100000,112,6635371
2022,35590,113,6654057
2022,100000,114,6728525
2022,165000,115,6815841
2022,52396,116,6768237
2022,40000,117,6750237
2022,86703,118,6816769
2022,48000,119,6755769
2022,122346,120,6748115
2022,69336,121,6727451
2022,135000,122,6725831
2022,78000,123,6704471
2022,141300,124,6727982
2022,102100,125,6725380
2022,205300,126,6784680
2022,140400,127,6802080
2022,176000,128,6912642
2022,144000,129,7017379
2022,205300,130,7057459
2022,140400,131,7077699
2022,140000,132,7037699
2022,210000,133,7127699
2022,140000,134,7172149
2022,210000,135,7215149
2022,140000,136,7232149
2022,210000,137,7292149
2022,140000,138,7220649
2022,230000,139,7312049
2022,150000,140,7292049
2022,210000,141,7379049
2022,160000,142,7323749
2022,130000,143,7295549
2021,165000,54,4178276
2021,36643,55,4135086
2021,115000,56,4214351
2021,90000,57,4253030
2021,28399,58,4240948
2021,130000,59,4331032
2021,16904,60,4279508
2021,25532,61,4259280
2021,77684,62,4260006
2021,100000,63,4255006
2021,58000,64,4274230
2021,20171,65,4176401
2021,109000,66,4165401
2022,130000,67,4157051
2022,90000,68,4225382
2022,136620,69,3950002
2022,99360,70,3986636
